Commodity Type,ADM2_PCODE,Province,2021S1,2021S2,2022S1,2022S2,2023S1,2023S2,2024S1,2024S2,2025S1,2025S2,2026S1
Overall Pineapple Production,0501600000,Camarines Norte,123067.54,55619.43,108162.07,65383.9,94412.9,58401.33,94876.83,49738.4,94179.39,41654.24,97670.94
Overall Pineapple Production,0501700000,Camarines Sur,1783.14,2126.32,1885.92,2053.32,2081.26,2036.99,362.97,87.31,137.57,66.98,129.73
Overall Pineapple Production,0502000000,Catanduanes,0.83,1.45,1.24,3.55,0.96,3.33,1.38,3.37,1.17,3.07,0.08
Overall Pineapple Production,0504100000,Masbate,81.92,26.4,84.69,27.08,103.67,51.79,109.16,36.71,85.11,31.33,4.73
Overall Pineapple Production,0506200000,Sorsogon,700.51,397.67,589.82,373.34,607.84,390.13,369.21,336.91,287.0,319.7,0.6
Overall Pineapple Production,0600400000,Aklan,83.9,54.18,81.82,52.35,79.92,54.77,71.93,54.03,76.4,53.64,0.52
Overall Pineapple Production,0600600000,Antique,66.15,46.84,65.14,44.89,56.0,43.71,63.28,46.64,62.96,63.41,3.19
Overall Pineapple Production,0601900000,Capiz,116.6,112.0,114.0,119.7,117.6,121.36,126.5,115.5,130.46,114.85,8.25
Overall Pineapple Production,0603000000,Iloilo,6498.93,7523.11,5776.73,8327.07,6251.13,7817.06,6432.57,7961.57,6700.0,8641.22,1736.59
Overall Pineapple Production,0607900000,Guimaras,24.29,52.06,29.16,72.25,40.24,47.27,0.56,44.58,39.42,49.07,0.7
Overall Pineapple Production,0701200000,Bohol,744.6,285.2,529.29,316.92,750.59,41.69,697.38,64.4,668.01,83.56,33.43
Overall Pineapple Production,0702200000,Cebu,24.3,32.3,17.6,26.0,16.7,15.46,6.84,12.52,6.3,10.18,0.97
Overall Pineapple Production,0802600000,Eastern Samar,159.6,225.7,186.41,225.53,201.19,1374.5,202.64,1207.6,224.07,597.49,1.69
Overall Pineapple Production,0803700000,Leyte,2128.45,412.44,2059.14,856.64,2054.65,1322.03,2038.49,1308.9,2018.98,1267.09,124.03
Overall Pineapple Production,0804800000,Northern Samar,34.95,27.03,36.98,29.06,39.0,30.0,42.15,32.25,43.13,36.7,2.14
Overall Pineapple Production,0806000000,Samar (Western Samar),3877.14,98.05,6304.83,128.29,6390.89,326.94,6528.15,312.08,6279.18,259.22,15.38
Overall Pineapple Production,0806400000,Southern Leyte,79.58,155.35,46.12,80.25,58.03,91.26,58.28,102.17,60.45,108.08,4.22
Overall Pineapple Production,0807800000,Biliran,123.0,152.5,110.38,144.0,120.71,140.09,109.73,107.63,111.06,62.0,15.71
Overall Pineapple Production,0906600000,,26.5,19.69,25.69,19.6,25.5,,26.1,2.83,27.03,18.71,11.62
Overall Pineapple Production,0907200000,Zamboanga del Norte,216.6,421.19,228.92,374.65,200.33,344.55,204.57,380.13,211.27,384.15,27.43
Overall Pineapple Production,0907300000,Zamboanga del Sur,98.46,220.38,103.98,242.91,195.12,256.39,191.7,250.41,145.97,144.62,71.06
Overall Pineapple Production,0907400000,Zamboanga City,47.04,74.19,47.91,76.03,,,,,,85.42,46.96
Overall Pineapple Production,0908300000,Zamboanga Sibugay,56.92,10.81,61.65,10.3,59.48,10.52,58.27,10.47,55.0,6.95,2.41
Overall Pineapple Production,1001300000,Bukidnon,717707.41,885302.55,727750.0,922896.43,735443.7,959540.88,736240.56,960128.38,735432.2,923244.83,365190.83
Overall Pineapple Production,1001800000,Camiguin,0.78,2.26,0.75,3.18,1.36,4.88,1.97,8.08,3.14,8.89,0.66
Overall Pineapple Production,1003500000,Lanao del Norte,288.0,514.0,278.0,505.0,270.0,490.0,262.0,480.0,255.0,474.5,170.0
Overall Pineapple Production,1004200000,Misamis Occidental,8.5,16.94,9.12,20.94,11.0,26.2,11.09,26.57,11.45,27.57,2.09
Overall Pineapple Production,1004300000,Misamis Oriental,26475.25,37529.0,27372.28,47192.31,26244.04,48380.0,25199.19,45953.0,25305.0,46207.22,10695.41
Overall Pineapple Production,1102300000,Davao del Norte,84.89,96.37,87.84,93.51,87.9,87.65,83.8,87.07,82.88,85.8,18.53
Overall Pineapple Production,1102400000,Davao del Sur,13.16,10.75,13.37,11.1,18751.97,8244.3,18912.0,8212.49,7625.93,4.71,4.37
Overall Pineapple Production,1102500000,Davao Oriental,73.93,87.96,72.57,83.1,68.97,82.23,66.48,79.22,64.78,82.42,28.32
Overall Pineapple Production,1108200000,Davao de Oro (Compostela Valley),41.13,48.9,40.45,44.13,39.83,37.67,27.28,36.65,27.01,37.45,9.39
Overall Pineapple Production,1108600000,Davao Occidental,3.87,3.32,3.85,3.21,3.75,3.04,3.71,2.96,3.63,2.86,1.89
Overall Pineapple Production,1130700000,Davao City,19226.18,8184.0,18649.7,8310.2,,,,,11242.14,8312.09,7615.16
Overall Pineapple Production,1204700000,Cotabato (North Cotabato),5551.09,2605.1,305.35,65.18,283.33,62.74,255.88,59.59,238.86,55.67,105.17
Overall Pineapple Production,1206300000,South Cotabato,388866.34,403550.28,392180.83,403721.2,394069.65,395934.55,386566.39,397940.6,393859.3,386100.44,203963.0
Overall Pineapple Production,1206500000,Sultan Kudarat,3812.16,100.0,210.0,93.08,80.0,620.0,633.0,1681.0,1084.0,888.0,624.38
Overall Pineapple Production,1208000000,Sarangani,8030.0,6735.0,8635.19,6840.0,8912.0,7105.0,8620.0,7090.0,7591.1,6932.67,2723.33
Overall Pineapple Production,1400100000,Abra,65.3,,63.7,,56.21,,51.15,,50.8,0.09,
Overall Pineapple Production,1401100000,Benguet,189.78,53.0,198.6,67.5,198.12,70.0,185.75,58.26,108.0,56.47,111.39
Overall Pineapple Production,1402700000,Ifugao,27.45,27.06,29.65,28.34,30.73,31.0,,31.82,18.93,15.0,
Overall Pineapple Production,1403200000,Kalinga,2.12,1.15,2.36,1.26,2.85,1.5,3.2,1.38,3.5,2.49,
Overall Pineapple Production,1404400000,Mountain Province,15.72,14.47,16.97,15.18,15.11,22.57,13.45,19.23,14.78,18.21,
Overall Pineapple Production,1408100000,Apayao,172.6,220.53,193.59,208.35,242.09,219.21,242.0,216.0,262.84,195.74,
Overall Pineapple Production,1600200000,Agusan del Norte,626.27,1164.4,690.0,1163.55,664.11,1160.97,585.98,1060.83,589.6,1117.33,118.46
Overall Pineapple Production,1600300000,Agusan del Sur,630.08,453.05,575.03,456.12,740.58,289.26,594.0,314.35,607.0,334.56,33.52
Overall Pineapple Production,1606700000,Surigao del Norte,5.75,18.39,0.15,13.17,0.17,10.45,7.27,16.25,7.28,40.59,2.1
Overall Pineapple Production,1606800000,Surigao del Sur,503.34,340.14,540.32,332.2,520.36,70.25,562.37,73.2,467.93,72.5,4.83
Overall Pineapple Production,1608500000,Dinagat Islands,1.43,9.09,0.45,2.19,1.3,1.97,1.77,7.38,1.66,12.31,0.31
Overall Pineapple Production,1630400000,Butuan City,,,,,,,,,,,4.94
Overall Pineapple Production,1704000000,Marinduque,31.0,,42.81,,53.27,4.96,50.6,5.8,54.5,2.98,
Overall Pineapple Production,1705100000,Occidental Mindoro,,,,,,,0.87,,5.12,6.81,
Overall Pineapple Production,1705200000,Oriental Mindoro,69.22,10.27,71.03,7.33,87.31,11.81,89.54,7.7,94.31,2.5,1.87
Overall Pineapple Production,1705300000,Palawan,437.01,71.5,414.92,72.34,485.26,83.33,492.22,78.98,467.21,83.02,119.82
Overall Pineapple Production,1705900000,Romblon,36.11,32.14,37.36,33.66,40.92,18.65,44.5,33.19,44.93,28.14,4.76
Overall Pineapple Production,1731500000,Puerto Princesa City,,,,,,,,,,,22.5
Overall Pineapple Production,1804500000,Negros Occidental,2813.0,2068.0,2753.54,1999.0,2851.86,2105.33,2775.14,2189.0,2660.0,2125.59,644.0
Overall Pineapple Production,1804600000,Negros Oriental,7332.14,2830.81,8626.82,3610.37,11429.54,3977.37,9130.5,3232.9,4532.25,3398.16,2077.73
Overall Pineapple Production,1806100000,Siquijor,0.56,4.1,0.33,2.47,0.59,1.92,0.62,2.32,0.65,2.33,0.18
Overall Pineapple Production,1900700000,Basilan,43.87,32.84,46.03,33.83,43.91,36.16,24.65,32.92,22.13,26.07,5.3
Overall Pineapple Production,1903600000,Lanao del Sur,371.3,434.2,375.0,435.3,376.7,448.98,408.0,456.0,465.0,856.8,1003.58
Overall Pineapple Production,1907000000,Tawi-Tawi,6.4,11.26,5.76,10.24,4.93,9.5,4.2,6.7,1.97,0.36,0.25
Overall Pineapple Production,1908800000,Maguindanao del Sur,1.0,1.25,0.8,1.05,,0.96,,,,,
