Commodity Type,ADM2_PCODE,Province,2021S1,2021S2,2022S1,2022S2,2023S1,2023S2,2024S1,2024S2,2025S1,2025S2,2026S1
Overall Corn Production,0803700000,Leyte,16901.05,22752.99,17464.5,18246.95,16381.21,18608.63,12825.47,18500.53,13086.0,18176.25,12884.0
Overall Corn Production,0804800000,Northern Samar,5257.0,7290.2,5105.0,7330.0,4914.0,7344.0,4898.0,7466.0,4888.0,7450.0,4681.0
Overall Corn Production,0806000000,Samar (Western Samar),3528.45,4374.0,3593.6,4252.86,4773.0,5195.3,7962.6,5454.51,9459.54,4660.32,8654.3
Overall Corn Production,0806400000,Southern Leyte,463.34,1810.0,293.49,1732.0,231.0,1092.0,177.0,626.0,165.0,522.0,173.0
Overall Corn Production,0807800000,Biliran,250.0,313.0,274.63,309.14,271.3,294.5,277.0,303.75,276.5,289.0,240.54
Overall Corn Production,0906600000,Sulu,440.0,1216.0,1047.55,459.0,633.0,464.0,250.0,430.0,319.0,352.0,353.0
Overall Corn Production,0907200000,Zamboanga del Norte,9672.61,52205.51,17874.16,34434.19,17011.27,28629.28,12116.82,41834.53,19637.04,37118.67,17970.6
Overall Corn Production,0907300000,Zamboanga del Sur,36814.17,71260.9,43802.87,58552.22,46689.61,72417.82,46906.14,68699.42,44930.11,67764.68,54417.58
Overall Corn Production,0907400000,Zamboanga City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2506.74,10031.91,8673.87
Overall Corn Production,0908300000,Zamboanga Sibugay,9623.22,15995.27,8539.64,17429.68,9413.57,13279.77,7122.91,13543.31,6654.17,12132.7,7778.03
Overall Corn Production,1001300000,Bukidnon,272338.45,679223.0,286253.46,697738.91,296490.67,739017.4,300035.96,772198.2,320591.95,748877.43,331184.99
Overall Corn Production,1001800000,Camiguin,315.05,352.95,198.1,348.12,161.24,262.96,75.81,94.81,63.04,160.55,110.15
Overall Corn Production,1003500000,Lanao del Norte,81358.47,248980.33,74869.0,253637.1,76534.35,253696.3,84751.61,237910.69,89788.73,239724.85,85817.02
Overall Corn Production,1004200000,Misamis Occidental,11711.2,40814.0,9536.35,34680.0,9212.7,31974.0,7038.5,26789.0,6096.26,17964.0,4407.5
Overall Corn Production,1004300000,Misamis Oriental,37952.0,81985.0,33004.85,86936.0,35004.16,78535.2,32527.62,74954.2,20866.36,83434.19,61547.07
Overall Corn Production,1102300000,Davao del Norte,14451.98,23971.86,18684.22,24928.53,19618.5,25158.31,20718.31,30464.49,22791.1,31023.42,22548.97
Overall Corn Production,1102400000,Davao del Sur,34716.38,32996.0,40432.67,31661.49,39300.16,38685.53,31864.55,32250.86,33761.63,19556.78,32029.82
Overall Corn Production,1102500000,Davao Oriental,22362.46,35369.61,20766.81,37568.45,22960.5,39487.35,22897.33,42408.05,22439.39,41626.19,21810.05
Overall Corn Production,1108200000,Davao de Oro (Compostela Valley),25861.0,35856.0,27248.0,32762.0,27822.0,34018.4,28179.95,30612.46,25884.6,27951.0,24274.25
Overall Corn Production,1108600000,Davao Occidental,15595.23,25713.52,17353.57,22983.02,19020.55,24788.74,21953.18,27676.88,23671.18,28069.38,24006.83
Overall Corn Production,1130700000,Davao City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4111.79,11309.25,9971.36
Overall Corn Production,1204700000,Cotabato (North Cotabato),114328.0,201309.0,101867.0,173170.0,97216.0,154166.0,101395.0,147845.0,120136.0,142502.0,111544.0
Overall Corn Production,1206300000,South Cotabato,136206.0,240582.0,123055.0,247047.24,132469.7,268002.3,97987.0,276651.0,132874.08,273092.91,121539.0
Overall Corn Production,1206500000,Sultan Kudarat,81968.99,150276.0,77089.44,170514.3,83706.04,166173.0,56080.0,162526.0,71028.0,171642.0,70304.0
Overall Corn Production,1208000000,Sarangani,45217.34,135351.52,38516.55,120950.98,39313.97,120845.12,20495.97,139538.05,40066.95,134655.96,29233.84
Overall Corn Production,1400100000,Abra,3063.0,15408.0,3147.0,13610.0,3276.0,12299.0,3105.8,12898.01,3705.0,13000.0,4068.48
Overall Corn Production,1401100000,Benguet,328.9,157.64,359.4,145.7,338.0,127.8,238.25,139.0,254.0,157.7,207.0
Overall Corn Production,1402700000,Ifugao,18693.0,55018.39,25615.63,32091.12,20541.82,31242.19,16835.27,37634.69,25938.28,36034.31,11234.49
Overall Corn Production,1403200000,Kalinga,36506.53,30280.14,35781.0,28308.0,37416.19,26244.0,28595.0,26954.0,38713.0,30708.0,32260.74
Overall Corn Production,1404400000,Mountain Province,9933.0,15122.75,10661.0,13147.37,10493.76,12787.33,8817.44,12598.57,10403.34,12672.99,10275.51
Overall Corn Production,1408100000,Apayao,18803.0,12752.12,16123.14,11801.49,14747.0,2258.45,8620.25,5260.74,7692.76,5073.86,10998.16
Overall Corn Production,1600200000,Agusan del Norte,5417.02,13741.28,5033.0,13134.0,4901.8,13809.85,5143.0,13966.2,5223.0,14095.0,3524.0
Overall Corn Production,1600300000,Agusan del Sur,15505.5,93115.0,11511.0,64964.0,16007.18,85693.0,13923.0,88430.2,13347.84,88880.0,13607.0
Overall Corn Production,1606700000,Surigao del Norte,468.99,1424.8,485.59,1317.6,589.4,1598.41,649.0,1638.0,722.0,1665.0,762.0
Overall Corn Production,1606800000,Surigao del Sur,612.19,10994.06,822.07,11956.0,624.0,11003.0,573.0,13944.0,1021.0,11612.0,1084.0
Overall Corn Production,1608500000,Dinagat Islands,189.0,181.0,89.7,198.76,100.0,144.64,142.0,206.0,164.73,171.13,122.35
Overall Corn Production,1630400000,Butuan City,,,,,,,,,,,1713.22
Overall Corn Production,1704000000,Marinduque,286.0,581.0,434.64,668.0,983.0,386.0,873.0,418.0,857.0,477.51,684.93
Overall Corn Production,1705100000,Occidental Mindoro,72558.45,15558.0,74788.0,25796.9,80887.48,18502.45,62329.71,17078.47,82754.72,17203.73,75958.78
Overall Corn Production,1705200000,Oriental Mindoro,888.78,3794.24,1306.94,2597.83,1827.61,2166.49,1649.11,3429.18,1605.37,2940.55,2037.54
Overall Corn Production,1705300000,Palawan,7431.0,12944.0,6954.82,12516.09,7074.83,11893.69,7121.22,11812.12,7303.6,11372.1,7920.46
Overall Corn Production,1705900000,Romblon,536.0,720.0,1045.0,842.0,531.0,1073.0,713.46,584.0,922.0,542.0,579.0
Overall Corn Production,1731500000,Puerto Princesa City,,,,,,,,,,,781.67
Overall Corn Production,1804500000,Negros Occidental,46923.0,112965.0,45355.0,109841.0,45924.0,90167.0,34439.5,35537.6,22751.0,29089.0,14929.0
Overall Corn Production,1804600000,Negros Oriental,9428.0,34969.0,7566.0,29819.85,9084.71,39250.19,8331.05,33453.39,11552.86,35311.0,10452.0
Overall Corn Production,1806100000,Siquijor,882.0,3895.0,667.81,2127.3,162.42,2268.44,177.36,637.18,125.42,899.79,528.79
Overall Corn Production,1830200000,Bacolod City,,,,,,,,,,,13.06
Overall Corn Production,1900700000,Basilan,132.0,128.0,192.43,384.0,300.0,370.0,200.0,420.0,210.0,290.0,170.0
Overall Corn Production,1903600000,Lanao del Sur,169336.1,278111.27,168116.63,275912.79,168480.73,277591.04,168904.93,281843.81,169677.17,282713.73,169795.91
Overall Corn Production,1907000000,Tawi-Tawi,514.0,453.0,514.0,452.0,521.0,446.0,518.0,410.0,208.0,436.0,385.3
Overall Corn Production,1908700000,Maguindanao del Norte,,,,,,,154504.0,160614.66,160061.0,166163.0,162932.0
Overall Corn Production,1908800000,Maguindanao del Sur,367095.21,319885.14,378449.22,316760.0,373392.42,343060.0,207138.0,194761.44,215903.0,203019.0,218447.0
