Commodity Type,ADM2_PCODE,Province,2021,2022,2023,2024,2025,2026
Overall Lemongrass Production,0804800000,Northern Samar,6.95,8.35,8.41,8.7,8.49,2.6
Overall Lemongrass Production,0806000000,Samar (Western Samar),16.91,20.37,19.21,21.0,26.2,9.98
Overall Lemongrass Production,0806400000,Southern Leyte,3.74,2.09,2.58,7.84,38.7,25.59
Overall Lemongrass Production,0807800000,Biliran,4.58,6.19,7.67,4.56,4.76,1.82
Overall Lemongrass Production,0906600000,,,,,0.16,0.22,0.05
Overall Lemongrass Production,0907200000,Zamboanga del Norte,8.02,9.3,10.98,12.28,12.94,1.22
Overall Lemongrass Production,0907300000,Zamboanga del Sur,43.49,45.57,67.25,67.24,45.65,10.8
Overall Lemongrass Production,0907400000,Zamboanga City,30.4,31.39,,,16.36,5.61
Overall Lemongrass Production,0908300000,Zamboanga Sibugay,9.53,9.26,9.35,9.61,10.44,3.16
Overall Lemongrass Production,1001300000,Bukidnon,500.38,503.5,513.59,499.46,506.58,48.68
Overall Lemongrass Production,1001800000,Camiguin,45.48,54.75,62.54,57.1,90.28,29.68
Overall Lemongrass Production,1003500000,Lanao del Norte,182.0,180.45,184.9,184.6,187.8,6.46
Overall Lemongrass Production,1004200000,Misamis Occidental,37.7,46.12,53.07,53.83,82.68,37.93
Overall Lemongrass Production,1004300000,Misamis Oriental,333.6,395.07,447.85,441.6,442.03,157.0
Overall Lemongrass Production,1102300000,Davao del Norte,10.37,10.8,11.02,11.21,12.18,1.85
Overall Lemongrass Production,1102400000,Davao del Sur,124.57,124.79,179.25,176.83,126.89,18.69
Overall Lemongrass Production,1102500000,Davao Oriental,15.49,15.99,15.38,16.12,16.42,4.79
Overall Lemongrass Production,1108200000,Davao de Oro (Compostela Valley),20.61,22.56,43.32,47.72,50.16,8.79
Overall Lemongrass Production,1108600000,Davao Occidental,0.24,0.26,0.31,0.36,0.81,0.21
Overall Lemongrass Production,1130700000,Davao City,47.64,50.35,,,28.09,9.73
Overall Lemongrass Production,1204700000,Cotabato (North Cotabato),31.45,32.53,31.74,26.42,34.51,9.26
Overall Lemongrass Production,1206300000,South Cotabato,23.61,25.5,29.64,18.26,47.69,0.25
Overall Lemongrass Production,1206500000,Sultan Kudarat,11.55,13.5,15.24,16.0,16.7,4.2
Overall Lemongrass Production,1208000000,Sarangani,4.28,4.34,3.89,4.16,4.3,0.39
Overall Lemongrass Production,1400100000,Abra,,,,,0.28,
Overall Lemongrass Production,1401100000,Benguet,,,,,,
Overall Lemongrass Production,1402700000,Ifugao,,,,,,
Overall Lemongrass Production,1403200000,Kalinga,,,,,,
Overall Lemongrass Production,1404400000,Mountain Province,,,,,,
Overall Lemongrass Production,1408100000,Apayao,,,,,0.24,0.2
Overall Lemongrass Production,1600200000,Agusan del Norte,131.2,133.31,138.68,132.95,141.95,14.02
Overall Lemongrass Production,1600300000,Agusan del Sur,26.9,26.08,36.1,49.3,50.45,6.63
Overall Lemongrass Production,1606700000,Surigao del Norte,18.59,12.82,16.7,23.49,42.6,7.15
Overall Lemongrass Production,1606800000,Surigao del Sur,142.48,199.21,234.4,85.71,49.78,21.85
Overall Lemongrass Production,1608500000,Dinagat Islands,5.25,4.18,5.9,10.05,8.49,2.18
Overall Lemongrass Production,1630400000,Butuan City,,,,,,7.22
Overall Lemongrass Production,1704000000,Marinduque,,,0.1,0.08,0.14,
Overall Lemongrass Production,1705100000,Occidental Mindoro,,,,1.2,,
Overall Lemongrass Production,1705200000,Oriental Mindoro,3.6,3.98,2.32,2.65,3.47,0.84
Overall Lemongrass Production,1705300000,Palawan,6.58,4.14,4.17,4.28,4.74,0.64
Overall Lemongrass Production,1705900000,Romblon,,,2.18,4.05,5.78,3.56
Overall Lemongrass Production,1731500000,Puerto Princesa City,,,,,,0.4
Overall Lemongrass Production,1804500000,Negros Occidental,351.6,361.0,411.14,437.89,405.61,23.9
Overall Lemongrass Production,1804600000,Negros Oriental,48.75,59.0,70.5,51.75,61.26,17.21
Overall Lemongrass Production,1806100000,Siquijor,10.08,11.07,12.3,14.96,17.12,3.71
Overall Lemongrass Production,1830200000,Bacolod City,,,,,,0.03
Overall Lemongrass Production,1900700000,Basilan,1.27,1.84,3.13,2.39,5.74,0.08
Overall Lemongrass Production,1903600000,Lanao del Sur,80.53,80.32,80.22,56.3,37.22,19.17
Overall Lemongrass Production,1907000000,Tawi-Tawi,15.56,16.79,17.52,18.1,39.0,20.48
Overall Lemongrass Production,1908700000,Maguindanao del Norte,,,,,9.47,1.5
Overall Lemongrass Production,1908800000,Maguindanao del Sur,9.05,9.21,9.28,9.25,5.3,1.4
