Commodity Type,Region,Province,ADM2_PCODE,2020,2021,2022,2023,2024,2025,2026
Coconut (w/ husk),Cordillera Administrative Region (CAR),Abra,1400100000,188.72,179.25,182.53,181.95,153.85,209.34,49.03
Coconut (w/ husk),Cordillera Administrative Region (CAR),Apayao,1408100000,333.09,343.87,347.6,335.25,335,326.08,86.88
Coconut (w/ husk),Cordillera Administrative Region (CAR),Benguet,1401100000,15.82,16.77,18.9,19.56,18.5,18.37,7.26
Coconut (w/ husk),Cordillera Administrative Region (CAR),Ifugao,1402700000,196.27,228.25,284.38,297.68,312.51,250.48,48.05
Coconut (w/ husk),Cordillera Administrative Region (CAR),Kalinga,1403200000,137.59,145.5,156.99,180.07,180.58,204.78,11.75
Coconut (w/ husk),Cordillera Administrative Region (CAR),Mountain Province,1404400000,152.64,151,143.18,133.79,142.88,132.6,43.18
Coconut (w/ husk),Region I (Ilocos Region),Ilocos Norte,0102800000,5866.11,5947.88,6048.54,6168.36,6218.71,6172.35,1427.76
Coconut (w/ husk),Region I (Ilocos Region),Ilocos Sur,0102900000,5023.53,5354.11,6258.99,6207.17,6242.82,6215.1,1196.63
Coconut (w/ husk),Region I (Ilocos Region),La Union,0103300000,2630.41,2587.13,2708,2738.72,2764.19,2731.33,631.79
Coconut (w/ husk),Region I (Ilocos Region),Pangasinan,0105500000,30492.38,30439.82,32211.37,33345.6,34024.82,36043.06,8362.15
Coconut (w/ husk),Region II (Cagayan Valley),Batanes,0200900000,692.83,695.37,306.88,458.27,475.54,297.71,74.74
Coconut (w/ husk),Region II (Cagayan Valley),Cagayan,0201500000,38293.95,42383.36,43939.29,46395.99,43400.92,41349.95,7856.64
Coconut (w/ husk),Region II (Cagayan Valley),Isabela,0203100000,29240.31,29364.49,29472.95,29542.44,29196.55,28424.9,6319.58
Coconut (w/ husk),Region II (Cagayan Valley),Nueva Vizcaya,0205000000,7829.32,7662.66,7658.86,8055.42,7692.54,7787.42,2466.16
Coconut (w/ husk),Region II (Cagayan Valley),Quirino,0205700000,2660.12,2557.7,2737.25,2922.55,2747.56,2563.7,672.52
Coconut (w/ husk),Region III (Central Luzon),Aurora,0307700000,105350.65,94212.57,94493.5,86634.53,81250.01,46288.8,4702.74
Coconut (w/ husk),Region III (Central Luzon),Bataan,0300800000,3652.58,3828.44,4269.47,3366.59,3426.13,3521.93,539.25
Coconut (w/ husk),Region III (Central Luzon),Bulacan,0301400000,548.62,510.54,496.08,502.6,487.55,506.44,117.1
Coconut (w/ husk),Region III (Central Luzon),Nueva Ecija,0304900000,865,900.94,914.95,965.32,890.1,764.72,309.8
Coconut (w/ husk),Region III (Central Luzon),Pampanga,0305400000,215.89,208.65,202.02,198.65,193.71,194.29,69.66
Coconut (w/ husk),Region III (Central Luzon),Tarlac,0306900000,598.57,622.06,635.85,632.06,661.42,640.77,113
Coconut (w/ husk),Region III (Central Luzon),Zambales,0307100000,608.24,573.06,466.06,504.12,429.83,364.12,101.75
Coconut (w/ husk),Region IV-A (CALABARZON),Batangas,0401000000,79145.42,75083.05,71975.82,75549.2,77900.37,75789.82,25538.24
Coconut (w/ husk),Region IV-A (CALABARZON),Cavite,0402100000,34857.68,38741.56,41868.1,39097.66,34277.78,43797.8,7621.1
Coconut (w/ husk),Region IV-A (CALABARZON),Laguna,0403400000,80017.87,87985.83,95271.02,94854.86,98649.63,97801.03,24967.31
Coconut (w/ husk),Region IV-A (CALABARZON),Quezon,0405600000,1298277.19,1306999.59,1318966.76,1335707.1,1270090.33,1292504.95,204991.36
Coconut (w/ husk),Region IV-A (CALABARZON),Rizal,0405800000,768.49,772.21,816.15,1235.33,2625.54,8813.99,2609.76
Coconut (w/ husk),MIMAROPA Region,Marinduque,1704000000,61589.02,56758.69,64960.33,62565.14,56171.01,54656.5,9089.42
Coconut (w/ husk),MIMAROPA Region,Occidental Mindoro,1705100000,14351.56,16257.78,18243.94,17070.81,14981.51,14581.74,1835.69
Coconut (w/ husk),MIMAROPA Region,Oriental Mindoro,1705200000,46539.65,49920.84,58611.11,57409.28,70953.1,81710.27,7431.42
Coconut (w/ husk),MIMAROPA Region,Palawan,1705300000,430283.74,460294.11,530123.45,424730.3,421452.19,433723.98,43092.09
Coconut (w/ husk),MIMAROPA Region,City of Puerto Princesa,1731500000,206604.96,220125.93,233983.69,235085.96,237310.52,230389.4,63694.48
Coconut (w/ husk),MIMAROPA Region,Romblon,1705900000,0,0,0,0,170863.92,0,3586.6
Coconut (w/ husk),Region V (Bicol Region),Albay,0500500000,105257.54,107102.21,139681.24,156992.72,144931.6,119713.5,22370.66
Coconut (w/ husk),Region V (Bicol Region),Camarines Norte,0501600000,273847.62,240416.92,267160.76,183827.09,171727.69,128719.06,18599.31
Coconut (w/ husk),Region V (Bicol Region),Camarines Sur,0501700000,316238.86,283004.1,337169.94,329429.53,321174.97,330086.6,72095.5
Coconut (w/ husk),Region V (Bicol Region),Catanduanes,0502000000,4260.27,3006.12,4097.8,3790.97,4043.57,2922.99,7.62
Coconut (w/ husk),Region V (Bicol Region),Masbate,0504100000,346771.5,375480.41,408139.51,411668.19,423765.28,371440.16,68105.1
