Commodity Type,Region,Province,ADM2_PCODE,2020,2021,2022,2023,2024,2025,2026
Dragon Fruit,CAR,Abra,1400100000,0,0,0,0.25,1.06,3.87,0
Dragon Fruit,CAR,Apayao,1408100000,8.57,6.82,7.79,7.66,7.36,4.52,0
Dragon Fruit,CAR,Benguet,1401100000,110,156.05,189,192.25,210,1036.35,0
Dragon Fruit,CAR,Ifugao,1402700000,25.23,52.89,56.07,49.66,13.4,20.83,0
Dragon Fruit,CAR,Kalinga,1403200000,3.38,4.4,5.74,4.93,5.52,7.77,0
Dragon Fruit,CAR,Mountain Province,1404400000,0.5,1.64,2.08,1.71,5.29,5.61,0
Dragon Fruit,Region I,Ilocos Norte,0102800000,293.46,289.41,291.16,223.15,175.26,119,0.15
Dragon Fruit,Region I,Ilocos Sur,0102900000,218.25,238.64,265.45,235.72,240.53,238.44,0.39
Dragon Fruit,Region I,La Union,0103300000,10.88,9.65,8.96,10.1,10.8,10.81,0.15
Dragon Fruit,Region I,Pangasinan,0105500000,31.1,30.96,29.56,42.36,44.06,45.37,0
Dragon Fruit,Region II,Batanes,0200900000,0,0,0,0.08,0.26,0.27,0
Dragon Fruit,Region II,Cagayan,0201500000,301.69,301.16,305.37,268.67,239.69,236.97,2.13
Dragon Fruit,Region II,Isabela,0203100000,100.45,99.93,101.9,92.23,89.11,87.21,0.3
Dragon Fruit,Region II,Nueva Vizcaya,0205000000,47.95,53.07,55.36,54.41,55.52,82.87,0.04
Dragon Fruit,Region II,Quirino,0205700000,0.83,1.28,1.34,1.2,3.23,3.21,0
Dragon Fruit,Region III,Aurora,0307700000,20.65,46.7,48.32,34.99,46.39,71.91,0
Dragon Fruit,Region III,Bataan,0300800000,9.07,15.7,16.29,15.91,14.79,13,3
Dragon Fruit,Region III,Bulacan,0301400000,87.96,82.21,113.26,113.4,111.79,113.19,2.44
Dragon Fruit,Region III,Nueva Ecija,0304900000,56.9,58.18,68.22,73.95,51.09,46.36,0
Dragon Fruit,Region III,Pampanga,0305400000,22.84,21.63,24.36,45.2,46.28,46.09,9.14
Dragon Fruit,Region III,Tarlac,0306900000,17.67,15.14,14.73,18.34,18.43,18.4,0
Dragon Fruit,Region III,Zambales,0307100000,0,0,0,0.35,1.55,0.07,0
Dragon Fruit,Region IV-A,Batangas,0401000000,12.63,10.65,10.92,18.48,24.29,22.79,0.38
Dragon Fruit,Region IV-A,Cavite,0402100000,53,41.61,40.13,52.07,84.67,103.19,6.35
